#Dateiname_orig;Referenz;EventStart;EvtDuration;EventName;EventDesc;EPGExtEvt
DONAUDELTA1_0409161440.vid;;2004-09-16 14:30;00:28;Natur-Nah: Das Donaudelta;Naturparadies am Schwarzen Meer;Das Donaudelta ist eine noch weitgehend unberührte Naturlandschaft, ein Paradies für über 170 Vogelarten, die hier brüten, für Schlangen und zahlreiche weitere Tiere und Pflanzen. Damit es dabei bleibt, wurde im rumänischen Teil des Deltas ein Biosphärenreservat eingerichtet. Hier sollen Mensch und Natur im Einklang leben.Ein Film von Otto Hahn, der die unterschiedlichsten Biotope an der Mündung der Donau ins Schwarze Meer aufsuchte.
DONAUDELTA2_0409161444.vid;;2004-09-16 14:30;00:28;Natur-Nah: Das Donaudelta;Naturparadies am Schwarzen Meer;Das Donaudelta ist eine noch weitgehend unberührte Naturlandschaft, ein Paradies für über 170 Vogelarten, die hier brüten, für Schlangen und zahlreiche weitere Tiere und Pflanzen. Damit es dabei bleibt, wurde im rumänischen Teil des Deltas ein Biosphärenreservat eingerichtet. Hier sollen Mensch und Natur im Einklang leben.Ein Film von Otto Hahn, der die unterschiedlichsten Biotope an der Mündung der Donau ins Schwarze Meer aufsuchte.
DURCHSWILDEK1_0409282016.vid;;2004-09-28 20:15;00:43;Durchs wilde Korsika;;Hochgebirge, Strände, Laubwälder, Kreideklippen und das typische mediterrane Buschland, das im Frühling in tausend Farben blüht: Korsika hat mehr landschaftliche Vielfalt zu bieten, als jede andere Mittelmeerinsel.Gerd Weiss und Michael Miersch porträtieren die Naturräume Korsikas und die Tiere, die in ihnen leben. Sie filmten die scheuen Wildschafe und den seltenen Zwerghirsch, aber auch Schildkröten und Sturmtaucher, Fischadler und Flamingos, Pottwale und Delfine.
DURCHSWILDEK2_0409282037.vid;;2004-09-28 20:15;00:43;Durchs wilde Korsika;;Hochgebirge, Strände, Laubwälder, Kreideklippen und das typische mediterrane Buschland, das im Frühling in tausend Farben blüht: Korsika hat mehr landschaftliche Vielfalt zu bieten, als jede andere Mittelmeerinsel.Gerd Weiss und Michael Miersch porträtieren die Naturräume Korsikas und die Tiere, die in ihnen leben. Sie filmten die scheuen Wildschafe und den seltenen Zwerghirsch, aber auch Schildkröten und Sturmtaucher, Fischadler und Flamingos, Pottwale und Delfine.
DURCHSWILDEK3_0409282039.vid;;2004-09-28 20:15;00:43;Durchs wilde Korsika;;Hochgebirge, Strände, Laubwälder, Kreideklippen und das typische mediterrane Buschland, das im Frühling in tausend Farben blüht: Korsika hat mehr landschaftliche Vielfalt zu bieten, als jede andere Mittelmeerinsel.Gerd Weiss und Michael Miersch porträtieren die Naturräume Korsikas und die Tiere, die in ihnen leben. Sie filmten die scheuen Wildschafe und den seltenen Zwerghirsch, aber auch Schildkröten und Sturmtaucher, Fischadler und Flamingos, Pottwale und Delfine.
DURCHSWILDEK4_0409282041.vid;;2004-09-28 20:15;00:43;Durchs wilde Korsika;;Hochgebirge, Strände, Laubwälder, Kreideklippen und das typische mediterrane Buschland, das im Frühling in tausend Farben blüht: Korsika hat mehr landschaftliche Vielfalt zu bieten, als jede andere Mittelmeerinsel.Gerd Weiss und Michael Miersch porträtieren die Naturräume Korsikas und die Tiere, die in ihnen leben. Sie filmten die scheuen Wildschafe und den seltenen Zwerghirsch, aber auch Schildkröten und Sturmtaucher, Fischadler und Flamingos, Pottwale und Delfine.
DURCHSWILDEK5_0409282042.vid;;2004-09-28 20:15;00:43;Durchs wilde Korsika;;Hochgebirge, Strände, Laubwälder, Kreideklippen und das typische mediterrane Buschland, das im Frühling in tausend Farben blüht: Korsika hat mehr landschaftliche Vielfalt zu bieten, als jede andere Mittelmeerinsel.Gerd Weiss und Michael Miersch porträtieren die Naturräume Korsikas und die Tiere, die in ihnen leben. Sie filmten die scheuen Wildschafe und den seltenen Zwerghirsch, aber auch Schildkröten und Sturmtaucher, Fischadler und Flamingos, Pottwale und Delfine.
DURCHSWILDEK6_0409282057.vid;;2004-09-28 20:15;00:43;Durchs wilde Korsika;;Hochgebirge, Strände, Laubwälder, Kreideklippen und das typische mediterrane Buschland, das im Frühling in tausend Farben blüht: Korsika hat mehr landschaftliche Vielfalt zu bieten, als jede andere Mittelmeerinsel.Gerd Weiss und Michael Miersch porträtieren die Naturräume Korsikas und die Tiere, die in ihnen leben. Sie filmten die scheuen Wildschafe und den seltenen Zwerghirsch, aber auch Schildkröten und Sturmtaucher, Fischadler und Flamingos, Pottwale und Delfine.
DurchswildeKo_0410010920.vid;;2004-10-01 09:00;00:45;Durchs wilde Korsika;;
EINHEIMFUERAL_0411041547.vid;;2004-11-04 15:30;00:30;Ein Heim für alle Felle;;Alltag im Tierheim Köln-Dellbrück: Wieder hat jemand (s)ein Tier einfach weggeworfen. Diesmal ist es ein kleines Kaninchen mitsamt Käfig. Seit über 20 Jahren engagiert sich Bernd Schinzel jetzt für den Tierschutz, doch an so viel Unmenschlichkeit kann und will er sich nicht gewöhnen.Silvia Sauerland kümmert sich derweil um einen Dalmatiner-Welpen, den die Polizei abgegeben hat: Sein Besitzer sitzt im Gefängnis.
ELEFANTTIGER1_0408290147.vid;;2004-08-28 22:00;06:15;Die lange "Elefant, Tiger & Co."-Nacht;Zoogeschichten nonstop;Sie sind süchtig nach Tiergeschichten?Verbringen Sie die Nacht im Zoo! Runde sechs Stunden lang flimmert eine Folge von "Elefant, Tiger und Co." nach der andern im MDR FERNSEHEN über den Bildschirm!Erleben Sie die Folgen ab April 2003 und freuen Sie sich auf ein Wiedersehen mit den besten Geschichten und Highlights. Grund genug also, mal so richtig die Nacht zum Tage zu machen.
ELEFANTTIGER2_0408290153.vid;;2004-08-28 22:00;06:15;Die lange "Elefant, Tiger & Co."-Nacht;Zoogeschichten nonstop;Sie sind süchtig nach Tiergeschichten?Verbringen Sie die Nacht im Zoo! Runde sechs Stunden lang flimmert eine Folge von "Elefant, Tiger und Co." nach der andern im MDR FERNSEHEN über den Bildschirm!Erleben Sie die Folgen ab April 2003 und freuen Sie sich auf ein Wiedersehen mit den besten Geschichten und Highlights. Grund genug also, mal so richtig die Nacht zum Tage zu machen.
ELEFANTTIGER1_0410091450.vid;;2004-10-09 14:45;00:15;Elefant, Tiger & Co.;Knöpfchen bleibt cool;
ELEFANTTIGER2_0410091456.vid;;2004-10-09 14:45;00:15;Elefant, Tiger & Co.;Knöpfchen bleibt cool;
FaszinationWi_0411041930.vid;;2004-11-04 19:30;00:45;Faszination Wissen;Kammerjäger mit Köder und Gift;Der Strand der nur 22 Hektar großen Insel Sangalaki in der indonesischen Celebes-See ist eine Schlüsselstelle für das Überleben der Grünen Meeresschildkröte. Hier arbeiten die Artenschützer Guntram Meier und Karen Varnham.Das Problem: Schildkrötenfänger und Eiersammler hatten die Tierart an den Rand des Aussterbens gebracht. Seit indonesische "Ranger" über die Meeresschildkröte wachten, hat sich der Bestand zwar erholt, aber ein neuer Feind bedroht die Schildkröten: Ratten.Mit Fischerbooten und den Schiffen der Tauchtouristen kamen sie auf das abgelegene Eiland - und fanden ein Schlaraffenland vor. Sie graben sich in die Gelege im Sandboden oder stürzen sich auf die geschlüpften Schildkröten-Babys.Guntram Meier und Karen Varnham haben sich darauf spezialisiert, solche Inselbiotope wieder zu "restaurieren". Die vom Menschen eingeschleppten Ratten müssen auch vom Menschen wieder weggeschafft werden, so ihre Devise.
FELIXUNDDIEW2_0409271510.vid;;2004-09-27 14:45;00:25;Felix und die wilden Tiere;Die einsame Schildkröte;George lebt in einem Gehege der Charles-Darwin-Station und wird liebevoll versorgt. Er ist 70 Jahre alt und im besten Mannesalter. Denn George, die Riesenschildkröte, wird locker 200 Jahre alt. Dennoch kann er sich nicht fortpflanzen. Er ist nämlich das allerletzte Exemplar der Geochelone nigra abingdoni. Seine Art war nur auf einer Insel des Galapagos-Archipels heimisch.Felix stellt George vor und erzählt uns seine traurige Geschichte.
Felixunddiewi_0409271444.vid;;2004-09-27 14:45;00:25;Felix und die wilden Tiere;Die einsame Schildkröte;George lebt in einem Gehege der Charles-Darwin-Station und wird liebevoll versorgt. Er ist 70 Jahre alt und im besten Mannesalter. Denn George, die Riesenschildkröte, wird locker 200 Jahre alt. Dennoch kann er sich nicht fortpflanzen. Er ist nämlich das allerletzte Exemplar der Geochelone nigra abingdoni. Seine Art war nur auf einer Insel des Galapagos-Archipels heimisch.Felix stellt George vor und erzählt uns seine traurige Geschichte.
GALAPAGOS_1847131203.vid;;2003-12-13 18:30;00:30;Galapagos - Eine Reise in die Vergangenheit der Erde;;Der Linzer Erich Pröll fährt seit Mitte der 70er Jahre in der Freizeit mit der Filmkamera in die entlegensten Winkel der Erde. 1995 hat sich Pröll den Traum seines Lebens erfüllt und ist mit sechs Linzer Freunden auf die Galapagos-Inseln gereist. Gleich am ersten Tag nach der Ankunft brach auf einer der westlichen Inseln ein Vulkan aus und im badewasserwarmen Meer trieben überall tote Fische und unüberschaubar viele Haie schossen aufgeregt umher.Der Film zeigt außergewöhnliche Aufnahmen und Orte der Insel im Pazifik.
GalapagosHter_0402191858.vid;;2004-02-19 19:00;00:42;Galapagos - Hüter der Arche;;Dokumentation von Reinhard RadkeDeutschland 2003, ZDF, 16:9Die Galapagosinseln gelten heute vor allem deshalb als so einzigartig, weil sie den letzten Archipel mit einer fast vollständig erhaltenen Inselfauna darstellen. Die Dokumentation folgt der Wissenschaftlerin Heinke Jäger bei ihren strapaziösen Exkursionen auf die verschiedenen Inseln.
Geheimnisvoll_0409281429.vid;;2004-09-28 14:30;00:28;Geheimnisvolle Welt;(4) Überleben;Leben heißt auch Überleben. Dafür gibt es bei Tieren ganz verschiedene Taktiken und Methoden, z.B. sich verstecken, weglaufen, wegfliegen, wegschwimmen, sich verstellen oder ganz einfach nicht bewegen. Doch zum Überleben bedarf es mehr: fressen, trinken, atmen, ein Versteck aufsuchen und vieles mehr.Zum Überleben gehört es auch, eine neue Generation hervorzubringen, die ihrerseits den Kampf ums Überleben aufnimmt und weiterführt.
HITEC1_0409261600.vid;;2004-09-26 16:00;00:30;hitec;Blutsauger & Giftspritzer gesucht!;Speichel und Gift exotischer Tiere bergen häufig eine Quelle neuer Medikamente. Wissenschaftler befassen sich deshalb immer öfter mit Vampir-Fledermäusen, mit Giftschlangen und seltsamen Schnecken, die tödliche Giftpfeile abschießen können.Diese Kreaturen haben über Millionen von Jahren intelligente, biochemische Methoden entwickelt, um gegen ihre Feinde zu bestehen."hitec" berichtet, wie Wissenschaftler versuchen, "Blutsauger" und "Giftspritzer" vor allem gegen Volkskrankheiten in den Dienst zu nehmen.16:9 oo
HITEC2_0409261612.vid;;2004-09-26 16:00;00:30;hitec;Blutsauger & Giftspritzer gesucht!;Speichel und Gift exotischer Tiere bergen häufig eine Quelle neuer Medikamente. Wissenschaftler befassen sich deshalb immer öfter mit Vampir-Fledermäusen, mit Giftschlangen und seltsamen Schnecken, die tödliche Giftpfeile abschießen können.Diese Kreaturen haben über Millionen von Jahren intelligente, biochemische Methoden entwickelt, um gegen ihre Feinde zu bestehen."hitec" berichtet, wie Wissenschaftler versuchen, "Blutsauger" und "Giftspritzer" vor allem gegen Volkskrankheiten in den Dienst zu nehmen.16:9 oo
HITEC3_0409261620.vid;;2004-09-26 16:00;00:30;hitec;Blutsauger & Giftspritzer gesucht!;Speichel und Gift exotischer Tiere bergen häufig eine Quelle neuer Medikamente. Wissenschaftler befassen sich deshalb immer öfter mit Vampir-Fledermäusen, mit Giftschlangen und seltsamen Schnecken, die tödliche Giftpfeile abschießen können.Diese Kreaturen haben über Millionen von Jahren intelligente, biochemische Methoden entwickelt, um gegen ihre Feinde zu bestehen."hitec" berichtet, wie Wissenschaftler versuchen, "Blutsauger" und "Giftspritzer" vor allem gegen Volkskrankheiten in den Dienst zu nehmen.16:9 oo
hundkatzemaus_0403211244.vid;;2004-03-21 12:45;00:40;hundkatzemaus;Dianas Tierwelten - Reptilienauffangstation;Immer wieder werden Reptilien wegen schlechter Haltung oder fehlender Papiere beschlagnahmt oder von Spaziergängern gefunden. Seit 1997 nimmt sich die Auffangstation der Ludwig-Maximilians-Universität in München solcher Tiere an.Weil viele der Reptilien krank sind, müssen sie zuallererst von den Tierärzten gesund gepflegt werden. Finden sich fachkundige Interessenten, können die Tiere anschließend weitervermittelt werden.Leider werden immer häufiger auch giftige und somit gefährliche Schlangen und Spinnen von den Behörden beschlagnahmt.Bereits ihre Unterbringung erfordert besondere Sicherheitsstandards; weitervermittelt werden können diese Tiere höchstens an Zoos. In der Regel sind es sowohl die Unwissenheit des Tierbesitzers, der Wunsch nach einem möglichst exotischen Tier aber auch Gesetzeslücken, die den Kauf überhaupt erst möglich machen.Mit der Pflege der Reptilien hingegen, sind die meisten Besitzer restlos überfordert.Die Auffangstation finanziert sich komplett aus eigenen Mitteln. Wenn Sie den Reptilien helfen möchten, können Sie eine Genesungspatenschaft übernehmen. So werden die Behandlungskosten bis zur vollständigen Gesundung des Tieres von Ihnen finanziert.
IMREICHDERGR1_0410251727.vid;;2004-10-25 17:15;00:45;Tierwelten (10);Im Reich der großen Echsen;Kaltes Blut und falsche Tränen sind Merkmale der großen Echsen. Seit mehr als 200 Millionen Jahren herrschen sie über ihr Reich. Das der Alligatoren und Spitzkrokodile liegt heute im Süden der USA, im Sumpfgebiet der Everglades.Der Film zeigt nicht nur die faszinierende Sumpflandschaft Floridas und ihre Reptilienwelt. Zu erleben sind auch die raffinierten Jagdtechniken der Nilkrokodile, das erstaunliche Verhalten von Meeresschildkröten und die Eigenheiten der großen Eidechsen Australiens.
IMREICHDERGR2_0410251730.vid;;2004-10-25 17:15;00:45;Tierwelten (10);Im Reich der großen Echsen;Kaltes Blut und falsche Tränen sind Merkmale der großen Echsen. Seit mehr als 200 Millionen Jahren herrschen sie über ihr Reich. Das der Alligatoren und Spitzkrokodile liegt heute im Süden der USA, im Sumpfgebiet der Everglades.Der Film zeigt nicht nur die faszinierende Sumpflandschaft Floridas und ihre Reptilienwelt. Zu erleben sind auch die raffinierten Jagdtechniken der Nilkrokodile, das erstaunliche Verhalten von Meeresschildkröten und die Eigenheiten der großen Eidechsen Australiens.
Invasionausde_0408101714.vid;;2004-08-10 17:15;00:45;Naturwelten;Invasion aus dem Meer;An der Pazifikküste Costa Ricas findet jedes Jahr zwischen August und Oktober ein einmaliges Schauspiel statt: in nur wenigen Nächten gehen 100.000 Meeresschildkröten an Land, um insgesamt zehn Millionen Eier im Sand abzulegen.Doch nur eines von hundert Jungtieren schafft es zum Meer zurück. Denn für Waschbären, Kojoten und Rabenvögel ist der schmale Strandabschnitt ein "Schlaraffenland".Die Tierfilmer Thoralf Grospitz und Jens Westphalen verbrachten fünf Monate in der entlegenen Bucht von Nancite und haben den "Spießrutenlauf" der Schildkrötenbabys dokumentiert.
KINDERJAHRE_0409251753.vid;;2004-09-25 17:55;00:35;tierzeit;Kinderjahre der Karettschildkröte;Kinderjahre der KarettschildkröteWie schon in der Kreidezeit steigen die Schildkröten-Weibchen auch heute noch regelmäßig an Land, um ihre Eier im Sand zu verstecken und von der Sonne ausbrüten zu lassen.Nach ca. 2 Monaten graben sich die Kleinen aus ihrer sandigen "Kinderstube" frei und hasten sofort dem offenen Meer entgegen. Feinde lauern sowohl an Land als auch im Wasser. Schätzungen gehen davon aus, dass von 1.000 geschlüpften Tieren nur eines die Geschlechtsreife erreicht.Ihre ehemals großen Bestände wurden stark dezimiert und heute kämpfen alle sieben verbleibenden Arten ums Überleben: Caretta Caretta, die Unechte Karettschildkröte, ist da keine Ausnahme.Höchste Zeit für die Forschung, sich mit dieser Art auseinander zu setzen und ihrer Spur im Meer zu folgen. Für tierzeit hat sich Unterwasserfilmer Sigurd Tesche auf "Schildkrötenjagd" begeben und Caretta Caretta auf ihrer Weltreise begleitet.Gleich zweimal durchquert Caretta Caretta den Atlantik bis zu den Azoren und legen dabei eine Strecke von 13.000 km zurück. Ausgangs- wie Endpunkt ihrer Reise sind die Strände Floridas.Doch warum begibt sich Caretta Caretta auf den weiten Weg nach Europa? Und was steckt hinter jenen "Missing Links" im Leben der Tiere, in denen sie im wahrsten Sinne des Wortes völlig von der "Bildfläche" verschwinden?
KleineGeschic_0409050824.vid;;2004-09-05 08:25;00:05;Kleine Geschichten von wilden Tieren;Meeresschildkröte;
KOENIGDERSCHN_0408071905.vid;;2004-08-07 18:35;00:35;hundkatzemaus;Dianas Tierwelten - Weinbergschnecken;Gehasst von den Gärtnern und geliebt von den Feinschmeckern wurden die Weinbergschnecken beinahe ausgerottet. Erst 1935 wurden sie unter Naturschutz gestellt.Doch ob man es sich vorstellen kann oder nicht, Weinbergschnecken haben einiges mehr zu bieten als nur Füllung für den Kochtopf zu sein. Und auch im Garten können 500 Weinbergschnecken keinen Schaden anrichten, wie man an der Blumenpracht von Karin und Peter Leonhardt sieht.Doch was der Mensch nicht versteht, findet er abstoßend. Diese Haltung versuchen Karin und Peter Leonhardt mit ihrem Felix-Helix-Projekt zu überwinden. Sie wollen einen kleinen Beitrag zum Bewusstseinswandel im Umgang mit Tieren leisten und haben sich an die Geheimnisse der Weinbergschnecke gemacht.Die Leonhardts haben ihr Leben auf die Zucht, Haltung, Beobachtung und Pflege von Weinbergschnecken umgestellt.Die Leonhardts vermessen und kennzeichnen die Tiere und haben ein beachtliches Archiv ihrer Beobachtungen angelegt. Zur regelmäßigen Pflege gehören die Gabe von Kalk für den Gehäuseaufbau und die Versorgung von 'Unfallopfern', deren Haus zertreten oder durch Geräte zerstört wurde.Eine absolute Sensation sind so genannte Schneckenkönige, die ihre Gehäuse genau umgekehrt gewunden wissen und eine wirkliche Seltenheit sind.
LonesomeGeorg_0411082129.vid;;2004-11-08 21:30;00:30;Lonesome George;Überleben auf Galapagos;Die Galapagosinseln beheimaten zahlreiche Tiere, die einst von fernen Kontinenten kamen, wo sie inzwischen ausgestorben sind. Doch auch auf den Galapagosinseln ist ihre Existenz bedroht: Trauriges Symbol ist "Lonesome George", eine männliche Riesenschildkröte, die als einzige auf der Insel Pinta gefunden wurde.Um diese Entwicklung aufzuhalten, hat die Charles-Darwin-Forschungsstation Rettungsprogramme entwickelt. Der Film berichtet über die Tiere und über den Versuch, diese vor dem Aussterben zu bewahren.(Erstsendung: 23. April 2001)16:9 oo UT
MALLORCASWIL2_0410171559.vid;;2004-10-17 15:40;00:45;Mallorcas wilde Küste;;
Meeresschildk_0408111714.vid;;2004-08-11 17:15;00:45;Meeresschildkröten - Wanderer im Ozean;;Von Andreas CochettiEntlang dem Korallenriff vor der Küste Borneos gibt es die artenreichste Flora und Fauna des gesamten Ozeans. Viele der Meeresbewohner am Riff verbringen ihr ganzes Leben zwischen wenigen Zentimetern.Die Schildkröten jedoch kommen von weit her. Sie sind Reisende, die bereits mehrere tausend Kilometer zurückgelegt haben. Sie sind in diese Gewässer zurückgekehrt, um sich hier zu paaren und um an den Stränden, an denen sie selbst einmal zur Welt kamen, ihre Eier abzulegen.
